,frame.time,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.stream,tcp.seq,tcp.flags,http.request.method,http.host,http.request.full_uri,http.request.version,http.user_agent,http.request.uri.query.parameter,http.request.uri.query,http.server,http.response.code,http.response.phrase
412,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12515,80,1379,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
413,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12516,80,1381,1,0x00000018,POST,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
414,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12517,80,1383,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
415,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12518,80,1385,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
416,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12519,80,1387,1,0x00000018,POST,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
417,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12520,80,1389,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
418,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12521,80,1391,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
419,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12522,80,1393,1,0x00000018,POST,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
420,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12523,80,1395,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
421,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12524,80,1397,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
422,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12525,80,1399,1,0x00000018,POST,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
423,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12526,80,1401,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
424,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12527,80,1403,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
425,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12528,80,1405,1,0x00000018,POST,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
426,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12529,80,1407,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
427,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12530,80,1409,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
428,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12531,80,1411,1,0x00000018,POST,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
429,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12532,80,1413,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
430,24-09-2019 11:13,6,192.168.43.202,192.168.43.182,12533,80,1415,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/login.php,HTTP/1.1,Python-urllib/2.7,-,-,-,-,-
