,frame.time,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.stream,tcp.seq,tcp.flags,http.request.method,http.host,http.request.full_uri,http.request.version,http.user_agent,http.request.uri.query.parameter,http.request.uri.query,http.server,http.response.code,http.response.phrase
10,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54161,80,2,2932,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/home.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
11,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54163,80,4,407,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/vendor/bootstrap-4.1/bootstrap.min.css.map,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
12,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54161,80,2,3414,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/vendor/bootstrap-4.1/popper.min.js.map,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
13,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54163,80,4,817,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/vendor/bootstrap-4.1/bootstrap.min.js.map,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
14,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54162,80,3,410,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
15,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54159,80,0,1606,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
16,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54161,80,2,3820,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
17,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54161,80,2,4338,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
18,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54162,80,3,932,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
19,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54159,80,0,2124,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
20,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54159,80,0,2641,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
21,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54162,80,3,1453,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
22,24-09-2019 10:56:02,6,192.168.43.238,192.168.43.182,54161,80,2,4855,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
23,24-09-2019 10:56:33,6,192.168.43.238,192.168.43.182,54182,80,9,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/postfeed.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
24,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54182,80,9,596,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/postfeed.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
25,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54184,80,12,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/vendor/bootstrap-4.1/popper.min.js.map,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
26,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54185,80,13,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
27,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54184,80,12,407,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
28,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54187,80,15,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
29,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54186,80,14,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/vendor/bootstrap-4.1/bootstrap.min.js.map,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
30,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54188,80,16,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/vendor/bootstrap-4.1/bootstrap.min.css.map,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
31,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54186,80,14,410,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
32,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54182,80,9,1086,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
33,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54186,80,14,931,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
34,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54187,80,15,519,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
35,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54187,80,15,1039,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
36,24-09-2019 10:56:34,6,192.168.43.238,192.168.43.182,54186,80,14,1448,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
37,24-09-2019 10:56:36,6,192.168.43.238,192.168.43.182,54186,80,14,1964,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/postfeedhandler.php?feedbody=zzz,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",feedbody=zzz,feedbody=zzz,-,-,-
38,24-09-2019 10:56:36,6,192.168.43.238,192.168.43.182,54186,80,14,2583,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/home.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
39,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54186,80,14,3178,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/home.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
40,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54187,80,15,1555,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
41,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54182,80,9,1603,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
42,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54188,80,16,411,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
43,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54182,80,9,2121,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
44,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54187,80,15,2077,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
45,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54188,80,16,929,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
46,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54188,80,16,1446,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
47,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54187,80,15,2598,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
48,24-09-2019 10:56:37,6,192.168.43.238,192.168.43.182,54182,80,9,2638,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
49,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54186,80,14,3660,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/postupload.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
50,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54186,80,14,4257,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/postupload.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
51,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54186,80,14,4751,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
52,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54182,80,9,3154,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
53,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54187,80,15,3118,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
54,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54187,80,15,3636,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
55,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54182,80,9,3672,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
56,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54186,80,14,5273,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
57,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54186,80,14,5790,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
58,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54182,80,9,4189,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
59,24-09-2019 10:56:40,6,192.168.43.238,192.168.43.182,54187,80,15,4157,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
60,24-09-2019 10:57:05,6,192.168.43.238,192.168.43.182,54191,80,22,116117,0x00000018,POST,192.168.43.182,http://192.168.43.182/sa/3204/postuploadhandler.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
61,24-09-2019 10:57:05,6,192.168.43.238,192.168.43.182,54191,80,22,120583,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/home.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
62,24-09-2019 10:57:05,6,192.168.43.238,192.168.43.182,54191,80,22,121206,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/home.php,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
63,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54192,80,26,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
64,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54193,80,27,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
65,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54194,80,28,1,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff2,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
66,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54192,80,26,523,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
67,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54193,80,27,519,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
68,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54194,80,28,519,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.woff,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
69,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54193,80,27,1036,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-regular.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
70,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54192,80,26,1040,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-700.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
71,24-09-2019 10:57:06,6,192.168.43.238,192.168.43.182,54194,80,28,1040,0x00000018,GET,192.168.43.182,http://192.168.43.182/sa/3204/fonts/poppins/poppins-v5-latin-500.ttf,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36",-,-,-,-,-
